Sample_ID	Master ID	Skeletal code	Skeletal element	LibraryID(s)	Data type	14C date(s) that are newly published in this study	Study in which DNA was published	Associated authors if this is a newly reported sample	Average of 95.4% date range in calBP (defined as 1950 CE)  	"Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age B, Lab number) e.g. 5983-5747 calBCE (6980±50 B B, Beta-226472). (Format 2) Archaeological context date B, e.g. 2500-1700 BCE"	Period	Analysis label	Culture label	Passed all analysis filters	Location	Country	Deme	Lat.	Long.	Sex	mtDNA best (>2x)	Coverage at autosomal SNPs in the ~1.2 million target set	Number of the ~1.2 million SNPs hit (autosomes only)	Assessment of data quality (notes in parentheses)	X-contamination point estimate from ANGSD if male and ≥200 SNPs	X-contamination Z-score from ANGSD if male and ≥200 SNPs	UDG treatment (minus=untreated; half=treated except in last nucleotides; plus=treated over all nucleotides)	Number of new dates reported in this study	Get date?	Count of entries for samples with newly reported data	Missing archaeological description	Missing skeletal code(s)	Missing latitude / longitude	language	clinal status
CCMB_PL_8_125	CCMB_PL_8_125				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Dhobi	Dhobi	Yes	"Uttar Pradesh, Jainur"	India	South Asia	28.46413333	77.81707222	M			497885											Indo-European	Cline
CCMB_PL_8_126	CCMB_PL_8_126				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Dhobi	Dhobi	Yes	"Uttar Pradesh, Jainur"	India	South Asia	28.46413333	77.81707222	U			497013											Indo-European	Cline
CCMB_PL_8_127	CCMB_PL_8_127				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Dhobi	Dhobi	Yes	"Uttar Pradesh, Jainur"	India	South Asia	28.46413333	77.81707222	U			496018											Indo-European	Cline
CCMB_PL_8_128	CCMB_PL_8_128				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Dhobi	Dhobi	Yes	"Uttar Pradesh, Jainur"	India	South Asia	28.46413333	77.81707222	M			497032											Indo-European	Cline
CCMB_PL_8_129	CCMB_PL_8_129				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Dhobi	Dhobi	Yes	"Uttar Pradesh, Jainur"	India	South Asia	28.46413333	77.81707222	U			495942											Indo-European	Cline
CCMB_PL_8_130	CCMB_PL_8_130				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Dhobi	Dhobi	Yes	"Uttar Pradesh, Jainur"	India	South Asia	28.46413333	77.81707222	U			496485											Indo-European	Cline
stockplate15_C1	stockplate15_C1				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dhokkali	Dhokkali	Yes	"Andhra Pradesh, Anantapur"	India	South Asia	14.67098611	77.59074444	M			574357											Dravidian	Cline
stockplate15_C2	stockplate15_C2				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dhokkali	Dhokkali	Yes	"Andhra Pradesh, Anantapur"	India	South Asia	14.67098611	77.59074444	M			578463											Dravidian	Cline
stockplate7_C10	stockplate7_C10				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Didayi	Didayi	Yes	"Orissa, Kuduma"	India	South Asia	21.76366667	86.01789722	M			578335											Austroasiatic	Austroasiatic-Related
stockplate7_C11	stockplate7_C11				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Didayi	Didayi	Yes	"Orissa, Kuduma"	India	South Asia	21.76366667	86.01789722	M			578491											Austroasiatic	Austroasiatic-Related
stockplate7_C9	stockplate7_C9				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Didayi	Didayi	Yes	"Orissa, Kuduma"	India	South Asia	21.76366667	86.01789722	M			577864											Austroasiatic	Austroasiatic-Related
stockplate14_E10	stockplate14_E10				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dogra	Dogra	Yes	"Jammu and Kashmir, Kashmir valley"	India	South Asia	31.16666667	74.75	M			578049											Indo-European	Cline
stockplate14_E11	stockplate14_E11				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dogra	Dogra	Yes	"Jammu and Kashmir, Kashmir valley"	India	South Asia	31.16666667	74.75	M			578443											Indo-European	Cline
stockplate14_E12	stockplate14_E12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dogra	Dogra	Yes	"Jammu and Kashmir, Kashmir valley"	India	South Asia	31.16666667	74.75	M			578458											Indo-European	Cline
stockplate14_E8	stockplate14_E8				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dogra	Dogra	Yes	"Jammu and Kashmir, Kashmir valley"	India	South Asia	31.16666667	74.75	M			567276											Indo-European	Cline
stockplate14_E9	stockplate14_E9				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dogra	Dogra	Yes	"Jammu and Kashmir, Kashmir valley"	India	South Asia	31.16666667	74.75	M			573685											Indo-European	Cline
CCMB_PL_4_f10	CCMB_PL_4_f10				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Dudhekula	Dudhekula	Yes	..	India	South Asia	..	..	M			534150											Dravidian	Cline
CCMB_PL_4_f12	CCMB_PL_4_f12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Dudhekula	Dudhekula	Yes	..	India	South Asia	..	..	U			524277											Dravidian	Cline
CCMB_PL_4_f2	CCMB_PL_4_f2				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Dudhekula	Dudhekula	Yes	..	India	South Asia	..	..	M			533719											Dravidian	Cline
CCMB_PL_4_f9	CCMB_PL_4_f9				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Dudhekula	Dudhekula	Yes	..	India	South Asia	..	..	U			532620											Dravidian	Cline
stockplate13_D3	stockplate13_D3				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dushadh	Dushadh	Yes	"Uttar Pradesh, Allahabad"	India	South Asia	25.4358	81.84631111	M			577668											Indo-European	Cline
stockplate13_D4	stockplate13_D4				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dushadh	Dushadh	Yes	"Uttar Pradesh, Allahabad"	India	South Asia	25.4358	81.84631111	M			578164											Indo-European	Cline
stockplate13_C12	stockplate13_C12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dushadh	Dushadh	Yes	"Uttar Pradesh, Allahabad"	India	South Asia	25.4358	81.84631111	M			575520											Indo-European	Cline
stockplate13_D2	stockplate13_D2				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dushadh	Dushadh	Yes	"Uttar Pradesh, Allahabad"	India	South Asia	25.4358	81.84631111	M			578516											Indo-European	Cline
stockplate16_D12	stockplate16_D12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Dushadh	Dushadh	Yes	"Uttar Pradesh, Allahabad"	India	South Asia	25.4358	81.84631111	M			578584											Indo-European	Cline
CCMB_PL_14_g11	CCMB_PL_14_g11				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Ediga	Ediga	Yes	..	India	South Asia	..	..	M			493066											Dravidian	Cline
CCMB_PL_14_h12	CCMB_PL_14_h12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Ediga	Ediga	Yes	..	India	South Asia	..	..	M			490689											Dravidian	Cline
CCMB_PL_16_a1	CCMB_PL_16_a1				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Ediga	Ediga	Yes	..	India	South Asia	..	..	M			494517											Dravidian	Cline
stockplate1_D12	stockplate1_D12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gadaba	Gadaba	Yes	"Andhra Pradesh, Vizayanagaram"	India	South Asia	18.2779	83.37084167	M			571869											Austroasiatic	None (1 individual)
stockplate3_E5	stockplate3_E5				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gamit	Gamit	Yes	"Gujarat, Varjakhan"	India	South Asia	21.32585	73.30123333	M			576359											Indo-European	Cline
stockplate3_E6	stockplate3_E6				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gamit	Gamit	Yes	"Gujarat, Varjakhan"	India	South Asia	21.32585	73.30123333	M			575548											Indo-European	Cline
stockplate3_E7	stockplate3_E7				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gamit	Gamit	Yes	"Gujarat, Varjakhan"	India	South Asia	21.32585	73.30123333	M			576592											Indo-European	Cline
stockplate11_F11	stockplate11_F11				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Garasia	Garasia	Yes	"Gujarat, Sabarkatha"	India	South Asia	23.84766944	72.99329722	M			578251											Indo-European	Cline
stockplate11_F12	stockplate11_F12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Garasia	Garasia	Yes	"Gujarat, Sabarkatha"	India	South Asia	23.84766944	72.99329722	M			577251											Indo-European	Cline
stockplate11_G1	stockplate11_G1				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Garasia	Garasia	Yes	"Gujarat, Sabarkatha"	India	South Asia	23.84766944	72.99329722	M			577928											Indo-European	Cline
stockplate11_G3	stockplate11_G3				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Garasia	Garasia	Yes	"Gujarat, Sabarkatha"	India	South Asia	23.84766944	72.99329722	M			578347											Indo-European	Cline
stockplate15_F10	stockplate15_F10				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gaud_Karnataka	Gaud_Karnataka	Yes	"Karnataka, Mangalore"	India	South Asia	12.91414167	74.85595556	M			578555											Dravidian	Cline
stockplate15_F11	stockplate15_F11				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gaud_Karnataka	Gaud_Karnataka	Yes	"Karnataka, Mangalore"	India	South Asia	12.91414167	74.85595556	M			578508											Dravidian	Cline
stockplate15_F9	stockplate15_F9				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gaud_Karnataka	Gaud_Karnataka	Yes	"Karnataka, Mangalore"	India	South Asia	12.91414167	74.85595556	M			578550											Dravidian	Cline
stockplate2_A2	stockplate2_A2				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gaud_Telangana	Gaud_Telangana	Yes	"Andhra Pradesh, Hyderabad"	India	South Asia	17.38504444	78.48667222	M			574358											Dravidian	Cline
stockplate2_A5	stockplate2_A5				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gaud_Telangana	Gaud_Telangana	Yes	"Andhra Pradesh, Hyderabad"	India	South Asia	17.38504444	78.48667222	M			575165											Dravidian	Cline
stockplate2_A3	stockplate2_A3				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gaud_Telangana	Gaud_Telangana	Yes	"Andhra Pradesh, Hyderabad"	India	South Asia	17.38504444	78.48667222	M			578140											Dravidian	Cline
stockplate2_A4	stockplate2_A4				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Gaud_Telangana	Gaud_Telangana	Yes	"Andhra Pradesh, Hyderabad"	India	South Asia	17.38504444	78.48667222	M			578413											Dravidian	Cline
stockplate11_A9	stockplate11_A9				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Ghasia	Ghasia	Yes	"Chhattisgarh, Sonbhadra"	India	South Asia	24.457025	82.99316111	M			577699											Indo-European	Other
stockplate11_A10	stockplate11_A10				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Ghasia	Ghasia	Yes	"Chhattisgarh, Sonbhadra"	India	South Asia	24.457025	82.99316111	M			564812											Indo-European	Other
stockplate11_A6	stockplate11_A6				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Ghasia	Ghasia	Yes	"Chhattisgarh, Sonbhadra"	India	South Asia	24.457025	82.99316111	M			573060											Indo-European	Other
stockplate11_A8	stockplate11_A8				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh	0	present	PD	Ghasia	Ghasia	Yes	"Chhattisgarh, Sonbhadra"	India	South Asia	24.457025	82.99316111	M			568360											Indo-European	Other
NA20847.SG	NA20847	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1102460	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20849.SG	NA20849	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1146532	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20851.SG	NA20851	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1082346	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20853.SG	NA20853	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1138274	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20854.SG	NA20854	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1114008	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20856.SG	NA20856	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1070926	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20859.SG	NA20859	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1144818	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20862.SG	NA20862	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1115069	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20868.SG	NA20868	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1139437	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20869.SG	NA20869	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1130583	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20872.SG	NA20872	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1134514	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20874.SG	NA20874	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1084385	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20875.SG	NA20875	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1098145	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20876.SG	NA20876	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1132913	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20877.SG	NA20877	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1105521	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20878.SG	NA20878	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1110838	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20881.SG	NA20881	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1129353	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20882.SG	NA20882	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1134642	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20886.SG	NA20886	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1142790	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20888.SG	NA20888	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1134644	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20892.SG	NA20892	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1139411	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20893.SG	NA20893	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1122905	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20894.SG	NA20894	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1143780	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20896.SG	NA20896	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1141219	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20899.SG	NA20899	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1137533	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20900.SG	NA20900	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1138965	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20902.SG	NA20902	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1137894	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20906.SG	NA20906	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1131352	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20908.SG	NA20908	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1140104	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA20910.SG	NA20910	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1138053	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21086.SG	NA21086	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1127767	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21088.SG	NA21088	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1135593	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21089.SG	NA21089	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1121079	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21097.SG	NA21097	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1120587	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21101.SG	NA21101	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1127827	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21102.SG	NA21102	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1106056	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21103.SG	NA21103	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1116411	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21106.SG	NA21106	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1146854	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21108.SG	NA21108	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1133333	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21110.SG	NA21110	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1132780	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21120.SG	NA21120	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1147094	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21122.SG	NA21122	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1078786	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21125.SG	NA21125	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1150162	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21137.SG	NA21137	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1150180	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21141.SG	NA21141	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1146210	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21142.SG	NA21142	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1145894	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
NA21143.SG	NA21143	..	..	..	Shotgun	no 14C date	1KGPhase3	n/a (modern)	0	present	PD	GIH.SG	GIH.SG	Yes	"Gujaratis, Houston Texas"	USA	South Asia	..	..	F	..	..	1148427	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
